District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Southern Humboldt Joint Unified (Humboldt),Humboldt,Unified School District,800,4.4,45.6,25,N/A,N/A,N/A,4,19.9,7,N/A,N/A,29,36,11875,561,13162,31,7650,22,1079,1834
Southern Kern Unified (Kern),Kern,Unified School District,3214,15.7,68.9,44,N/A,N/A,N/A,7,21.2,9,65374,N/A,19,28,11092,578,11426,244,6619,0,703,788
Southern Trinity Joint Unified (Trinity),Trinity,Unified School District,113,N/A,81.4,17,N/A,N/A,N/A,N/A,11.4,13,58091,N/A,37,60,19555,1275,23986,582,9908,0,1653,2652
Stockton Unified (San Joaquin),San Joaquin,Unified School District,40324,28.1,76.2,40,N/A,N/A,N/A,492,25.3,12,68852,N/A,20,25,11268,722,13131,35,7073,0,443,931
Stony Creek Joint Unified (Glenn),Glenn,Unified School District,98,N/A,82.7,43,N/A,N/A,N/A,N/A,1078.1,9,57778,N/A,7,11,19994,1096,23966,392,10336,0,3027,2108
Sunol Glen Unified (Alameda),Alameda,Unified School District,281,8.5,4.6,55,N/A,N/A,N/A,N/A,20.6,5,N/A,N/A,81,80,11236,1003,11847,295,6499,0,971,4
Surprise Valley Joint Unified (Modoc),Modoc,Unified School District,137,8,65,43,N/A,N/A,N/A,2,13.7,6,45870,N/A,26,43,13959,832,15353,242,6898,0,1606,661
Tahoe-Truckee Unified (Placer),Placer,Unified School District,4010,20.9,38.3,35,N/A,N/A,N/A,94,17.3,13,80047,N/A,51,57,15343,914,16496,201,9127,9,914,1787
Tehachapi Unified (Kern),Kern,Unified School District,4232,8.6,39.4,35,N/A,N/A,N/A,14,22,13,64252,N/A,32,47,9539,589,10297,121,5718,41,742,1195
Temecula Valley Unified (Riverside),Riverside,Unified School District,29996,6,23.5,52,N/A,N/A,N/A,839,24.1,13,86242,N/A,51,65,9509,470,10081,9,6548,15,470,743
Temple City Unified (Los Angeles),Los Angeles,Unified School District,5893,21.6,38.5,37,N/A,N/A,N/A,130,23.1,14,N/A,N/A,65,70,8775,350,9871,8,5878,0,673,580
Templeton Unified (San Luis Obispo),San Luis Obispo,Unified School District,2447,5.3,16.9,29,N/A,N/A,N/A,53,21.5,11,65305,N/A,47,61,9481,688,10928,140,6599,6,742,646
Torrance Unified (Los Angeles),Los Angeles,Unified School District,23885,16.5,29.5,64,N/A,N/A,N/A,624,21.4,12,75542,N/A,58,66,9562,246,10208,109,6497,0,546,712
Tracy Joint Unified (San Joaquin),San Joaquin,Unified School District,16702,25.4,46.2,53,N/A,N/A,N/A,335,22.7,12,73984,N/A,27,40,8913,298,10204,83,5713,10,408,646
Travis Unified (Solano),Solano,Unified School District,5395,4.1,29.9,63,N/A,N/A,N/A,69,21.9,12,69521,N/A,43,54,9528,768,10441,62,5856,0,761,1006
Trinity Alps Unified (Trinity),Trinity,Unified School District,676,1.3,64.2,28,N/A,N/A,N/A,16,18.8,12,65848,N/A,36,53,12545,902,13635,219,8305,0,826,874
Trona Joint Unified (San Bernardino),San Bernardino,Unified School District,255,1.6,71.4,43,N/A,N/A,N/A,0,13.7,14,71963,N/A,26,26,22147,1542,32514,11,12140,212,2391,1695
Tulelake Basin Joint Unified (Modoc),Modoc,Unified School District,462,48.3,75.3,26,N/A,N/A,N/A,17,16.9,11,70876,N/A,27,45,13585,756,14512,743,7990,0,1366,879
Turlock Unified (Stanislaus),Stanislaus,Unified School District,14091,26.6,60.2,40,N/A,N/A,N/A,162,22.4,12,78537,N/A,28,44,9125,404,11194,86,6236,0,426,443
Tustin Unified (Orange),Orange,Unified School District,24079,20.5,41.2,51,N/A,N/A,N/A,635,26.4,11,82661,N/A,52,63,8908,329,10363,50,5810,18,434,734
Twin Rivers Unified (Sacramento),Sacramento,Unified School District,31137,27.7,81.7,58,N/A,N/A,N/A,291,20.2,11,73962,N/A,24,30,10902,457,12816,92,6831,0,872,987
Ukiah Unified (Mendocino),Mendocino,Unified School District,6511,26.8,70.8,44,N/A,N/A,N/A,63,18.8,9,66898,N/A,22,34,11514,565,12449,70,7413,0,736,1008
Upland Unified (San Bernardino),San Bernardino,Unified School District,11138,11.1,51.6,45,N/A,N/A,N/A,143,22.4,14,79752,N/A,37,53,10382,291,10755,42,7390,116,428,696
Vacaville Unified (Solano),Solano,Unified School District,12841,9.6,40,51,N/A,N/A,N/A,190,21.7,12,67498,N/A,37,49,9109,331,10330,54,5925,0,310,1135
Val Verde Unified (Riverside),Riverside,Unified School District,19862,22,80.2,28,N/A,N/A,N/A,220,24.5,10,80765,N/A,26,41,10136,789,12442,99,6929,0,600,881
Vallejo City Unified (Solano),Solano,Unified School District,14736,17.4,70.4,59,N/A,N/A,N/A,56,23,11,N/A,N/A,20,28,11494,828,12624,47,7537,0,970,655
Valley Center-Pauma Unified (San Diego),San Diego,Unified School District,4087,24.7,51,46,N/A,N/A,N/A,81,20.3,14,79937,N/A,23,37,11213,429,11655,261,6421,47,636,1034
Ventura Unified (Ventura),Ventura,Unified School District,17125,17.4,45,42,N/A,N/A,N/A,248,21.8,14,73902,N/A,43,54,10005,425,11285,71,6218,17,575,862
Visalia Unified (Tulare),Tulare,Unified School District,28546,16.9,63.2,34,N/A,N/A,N/A,317,23.4,12,71211,N/A,32,48,9236,672,11299,269,5930,0,480,589
Vista Unified (San Diego),San Diego,Unified School District,25244,19.8,59.5,38,N/A,N/A,N/A,413,21.7,12,74142,N/A,31,45,11065,479,11690,59,7313,90,533,839
Walnut Valley Unified (Los Angeles),Los Angeles,Unified School District,14468,11.5,14.4,45,N/A,N/A,N/A,477,24.3,15,81678,N/A,72,75,8775,370,10055,84,5646,27,478,901
Warner Unified (San Diego),San Diego,Unified School District,1145,4.1,60.3,52,N/A,N/A,N/A,2,14.8,3,N/A,N/A,16,28,21108,1266,25574,71,14059,0,2811,2004
Washington Unified (Fresno),Fresno,Unified School District,3045,39.4,90.5,30,N/A,N/A,N/A,47,21.6,8,63695,N/A,16,31,12554,563,13644,121,7261,0,1074,1308
Washington Unified (Yolo),Yolo,Unified School District,7967,21.8,62.3,54,N/A,N/A,N/A,85,20.4,10,65060,N/A,32,44,9747,461,10959,48,5993,0,874,832
Waterford Unified (Stanislaus),Stanislaus,Unified School District,3877,18.1,59.1,47,N/A,N/A,N/A,31,22,9,71374,N/A,23,41,10864,521,13159,123,6870,131,900,794
West Contra Costa Unified (Contra Costa),Contra Costa,Unified School District,30973,34.4,70.7,50,N/A,N/A,N/A,431,21.9,10,63252,N/A,24,35,10591,421,12537,223,6208,11,877,1157
West Covina Unified (Los Angeles),Los Angeles,Unified School District,13712,7.7,66,37,N/A,N/A,N/A,105,22.2,9,76863,N/A,38,51,11511,710,12594,60,6992,4,797,908
Western Placer Unified (Placer),Placer,Unified School District,9092,10.6,34.8,40,N/A,N/A,N/A,80,18.5,10,75996,N/A,43,58,9363,452,10405,165,6196,8,557,541
Westwood Unified (Lassen),Lassen,Unified School District,388,1.8,70.9,27,N/A,N/A,N/A,1,19.1,7,51449,N/A,38,44,14146,846,16390,107,7763,0,1492,125
Williams Unified (Colusa),Colusa,Unified School District,1345,54.8,83.3,8,N/A,N/A,N/A,20,21.1,10,67771,N/A,16,25,9540,699,11572,79,6353,0,790,305
Willits Unified (Mendocino),Mendocino,Unified School District,1870,12,70.7,41,N/A,N/A,N/A,11,17.9,8,54703,N/A,22,29,12257,656,14522,123,7411,0,1077,1337
Willows Unified (Glenn),Glenn,Unified School District,1435,26.5,64.8,43,N/A,N/A,N/A,14,23.2,11,78595,N/A,20,32,8523,476,10717,0,5245,0,595,555
Windsor Unified (Sonoma),Sonoma,Unified School District,5349,20.5,37.1,40,N/A,N/A,N/A,98,20.7,11,62410,N/A,30,44,9854,531,11580,80,6533,25,483,1452
Winters Joint Unified (Yolo),Yolo,Unified School District,1525,36,65.6,32,N/A,N/A,N/A,17,20.5,13,69371,N/A,26,36,10463,516,11350,15,6111,9,830,917
Wiseburn Unified (Los Angeles),Los Angeles,Unified School District,4129,9,40.8,47,N/A,N/A,N/A,141,22.6,9,83734,N/A,45,71,10544,593,11747,7,6543,5,743,1319
Woodlake Unified (Tulare),Tulare,Unified School District,2277,33.8,88.1,11,N/A,N/A,N/A,66,21.5,10,63717,N/A,23,35,10489,562,13124,203,6193,7,560,1390
Woodland Joint Unified (Yolo),Yolo,Unified School District,10137,27.6,68.7,33,N/A,N/A,N/A,138,21.3,12,65991,N/A,27,40,10283,633,11198,57,6484,28,697,963
Yosemite Unified (Madera),Madera,Unified School District,2040,0.9,46.6,33,N/A,N/A,N/A,30,20,12,65650,N/A,34,50,10855,480,12193,0,6089,57,924,1099
Yuba City Unified (Sutter),Sutter,Unified School District,13374,22.9,67.8,53,N/A,N/A,N/A,201,19.8,12,66431,N/A,29,44,9736,661,11039,93,6157,0,543,793
Yucaipa-Calimesa Joint Unified (San Bernardino),San Bernardino,Unified School District,9889,9.4,49.6,38,N/A,N/A,N/A,83,21.9,10,77421,N/A,34,49,9481,363,10713,101,5876,0,583,1021
,,,,,,,,,,,,,,,,,,,,,,,,
