District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Calaveras Unified (Calaveras),Calaveras,Unified School District,3079,1.6,51.3,27,96.64,19.7,55,N/A,20.5,14,65865,N/A,27,38,8517,432,8809,66,5664,1,482,879
Palo Verde Unified (Riverside),Riverside,Unified School District,3177,11.6,71.5,34,80.21,19.2,46,N/A,23.7,10,72198,N/A,16,20,10336,639,10868,101,6246,0,643,1152
John Swett Unified (Contra Costa),Contra Costa,Unified School District,1699,15.3,65.7,71,89.84,19,22,N/A,20.8,8,60801,N/A,24,37,9448,274,9592,76,6352,0,914,587
Baldwin Park Unified (Los Angeles),Los Angeles,Unified School District,18316,22.9,87.6,15,93.94,18.4,350,N/A,15.6,4,82420,N/A,22,33,9363,372,10584,0,6343,0,341,527
Twin Rivers Unified (Sacramento),Sacramento,Unified School District,31035,29,82.9,58,82.89,18.3,339,N/A,19.5,11,71399,N/A,22,26,10384,649,10824,79,6622,0,740,910
Klamath-Trinity Joint Unified (Humboldt),Humboldt,Unified School District,1025,0.2,86.3,20,84.13,18,11,N/A,15.8,11,59551,N/A,8,9,16424,1076,18038,226,9220,0,1470,1784
Paradise Unified (Butte),Butte,Unified School District,4265,1.7,62.6,26,82.61,17.8,48,N/A,20.1,13,60890,N/A,23,36,10135,716,10036,116,6786,0,599,957
Needles Unified (San Bernardino),San Bernardino,Unified School District,835,1.6,70.9,46,84.75,17.3,9,N/A,21.8,14,69038,N/A,21,31,13165,1632,13390,2,8085,0,1272,865
Potter Valley Community Unified (Mendocino),Mendocino,Unified School District,230,20.9,69.6,39,80.95,16.7,3,N/A,11.6,6,49572,N/A,17,30,14655,791,14936,215,8997,0,1395,1048
Acton-Agua Dulce Unified (Los Angeles),Los Angeles,Unified School District,4043,6.8,40.6,51,94.44,16.5,31,N/A,16.8,3,N/A,N/A,29,43,10336,547,12810,112,5241,0,1624,1140
Morongo Unified (San Bernardino),San Bernardino,Unified School District,9439,4.5,64.5,45,87.88,16.3,95,N/A,20.4,11,74100,N/A,32,44,11008,590,10429,51,6911,19,671,1005
Waterford Unified (Stanislaus),Stanislaus,Unified School District,3954,17.5,58.2,44,93.67,15.6,53,N/A,23.3,9,69029,N/A,18,33,10201,804,11372,123,6527,158,927,640
Cuyama Joint Unified (Santa Barbara),Santa Barbara,Unified School District,233,42.9,73.8,19,72.22,15.4,2,N/A,14.1,14,59353,N/A,12,26,12913,854,11673,69,7961,0,1394,818
Newark Unified (Alameda),Alameda,Unified School District,6196,24.6,51.3,52,89.92,15.1,70,N/A,20.9,11,80865,N/A,35,46,9707,344,9817,58,6141,5,642,635
Barstow Unified (San Bernardino),San Bernardino,Unified School District,5920,11.8,77.6,48,80.1,15,58,N/A,24.6,11,64304,N/A,24,30,9040,455,10107,0,5510,0,642,846
Orland Joint Unified (Glenn),Glenn,Unified School District,2254,27.6,78.7,35,96.15,14.8,26,N/A,21.6,11,60669,N/A,14,27,8637,426,9247,68,5561,0,696,530
Big Oak Flat-Groveland Unified (Tuolumne),Tuolumne,Unified School District,339,2.1,65.5,22,94.12,14.7,5,N/A,16,13,61995,N/A,13,30,14766,1076,16445,436,8539,0,1255,1258
Lone Pine Unified (Inyo),Inyo,Unified School District,374,29.7,61.2,50,81.82,14.3,3,N/A,17.8,9,N/A,N/A,23,35,15892,978,19597,95,9412,35,1731,1053
Mountain Empire Unified (San Diego),San Diego,Unified School District,3804,14.3,47,46,68.89,13.6,37,N/A,13.9,5,54359,N/A,19,29,13112,1205,14091,280,7910,0,1204,1510
Willits Unified (Mendocino),Mendocino,Unified School District,1942,11.2,73.5,40,84.77,13.5,21,N/A,18.2,9,55051,N/A,18,24,10556,502,11400,105,6382,0,765,1269
Westwood Unified (Lassen),Lassen,Unified School District,382,1.8,68.8,27,100,10,7,N/A,17.9,7,51923,N/A,30,27,13674,971,14453,150,7762,0,1668,187
Shandon Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,292,45.2,64,26,100,8.3,1,N/A,15.1,9,59403,N/A,18,30,13105,718,13444,29,7780,0,1226,1092
Hesperia Unified (San Bernardino),San Bernardino,Unified School District,23735,17.9,70.2,37,87.24,7,130,N/A,24.1,10,69949,N/A,19,30,8559,318,9358,16,5511,2,554,669
Big Valley Joint Unified (Lassen),Lassen,Unified School District,186,7,73.1,21,94.12,6.3,1,N/A,14.4,4,47433,N/A,2,11,14843,1791,14003,359,6603,0,1541,1269
Mountain Valley Unified (Trinity),Trinity,Unified School District,296,6.8,78.4,42,84.21,5.9,1,N/A,14,11,56505,N/A,39,35,16172,1305,18154,466,8903,0,1328,1271
Southern Kern Unified (Kern),Kern,Unified School District,3043,13.9,89.8,44,74.59,5.3,10,N/A,21.2,10,64157,N/A,18,24,10159,624,9905,219,6050,0,678,741
Golden Plains Unified (Fresno),Fresno,Unified School District,1831,56.8,86.6,1,83.33,4.8,5,N/A,20.3,11,59699,N/A,11,17,12106,1739,13045,70,7190,0,1143,947
Mattole Unified (Humboldt),Humboldt,Unified School District,780,0.8,70.3,29,72.09,3.4,3,N/A,13.3,7,43355,N/A,28,41,20822,1290,26586,0,13579,0,2297,1359
Los Molinos Unified (Tehama),Tehama,Unified School District,567,14.8,79.7,39,97.22,2.9,1,N/A,17.7,11,60221,N/A,31,39,11302,726,11306,131,6670,0,1076,949
Maricopa Unified (Kern),Kern,Unified School District,2438,3.6,64.1,45,72.22,2.8,3,N/A,8.4,4,N/A,N/A,9,12,13131,1703,14611,1,8184,31,1353,1098
Reef-Sunset Unified (Kings),Kings,Unified School District,2606,55.1,87.1,4,88.11,1.6,2,N/A,20.7,11,63206,N/A,15,18,9353,670,10402,18,5779,47,651,502
Big Sur Unified (Monterey),Monterey,Unified School District,96,3.1,33.3,36,N/A,0,0,N/A,11.2,5,N/A,N/A,redacted,redacted,48709,3272,55748,0,24638,0,4770,2021
Chawanakee Unified (Madera),Madera,Unified School District,1068,0.7,49.3,39,85.92,0,0,N/A,19.3,6,N/A,N/A,23,34,10332,851,12258,1,6123,0,711,1103
Death Valley Unified (Inyo),Inyo,Unified School District,35,5.7,54.3,27,50,0,0,N/A,4.3,6,51603,N/A,18,35,33359,2837,37298,182,14988,0,6254,5625
Leggett Valley Unified (Mendocino),Mendocino,Unified School District,92,N/A,60.9,16,83.33,0,0,N/A,8.4,11,49375,N/A,33,42,22173,1027,25529,212,12921,0,2676,1910
Ojai Unified (Ventura),Ventura,Unified School District,2680,15.7,38.7,36,88.24,0,0,N/A,24.7,17,61028,N/A,34,45,8797,444,9366,22,5297,117,846,743
Owens Valley Unified (Inyo),Inyo,Unified School District,81,9.9,42,48,100,0,0,N/A,9.6,5,63651,N/A,20,23,25180,1649,22027,0,14489,39,4261,1409
Round Valley Unified (Mendocino),Mendocino,Unified School District,394,11.2,89.6,36,68,0,0,N/A,15.4,8,55266,N/A,5,7,18267,1432,19493,230,10197,0,2342,2048
San Gabriel Unified (Los Angeles),Los Angeles,Unified School District,6410,26.9,58,47,1.49,0,0,N/A,19.1,9,N/A,N/A,46,58,9087,491,9640,71,5626,0,566,856
San Pasqual Valley Unified (Imperial),Imperial,Unified School District,759,29.4,90,41,70.27,0,0,N/A,14.4,13,66219,N/A,7,19,17950,1284,18767,374,9710,9,1535,2551
Sierra-Plumas Joint Unified (Sierra),Sierra,Unified School District,372,6.2,40.9,20,4,0,0,N/A,15.1,11,58162,N/A,34,45,12680,620,15353,174,7658,0,1739,1198
Stony Creek Joint Unified (Glenn),Glenn,Unified School District,106,N/A,81.1,47,55.56,0,0,N/A,10.8,9,N/A,N/A,6,14,20671,1310,22257,419,10772,0,2064,2141
Trona Joint Unified (San Bernardino),San Bernardino,Unified School District,250,1.2,67.2,45,66.67,0,0,N/A,13.4,14,70916,N/A,26,27,21454,2161,30035,8,12798,221,2069,1731
Alpine County Unified (Alpine),Alpine,Unified School District,83,N/A,63.9,43,N/A,N/A,N/A,N/A,8.7,10,61038,N/A,46,58,32790,2403,35961,0,13985,0,6763,3231
Bonsall Unified (San Diego),San Diego,Unified School District,2287,15.2,35.1,49,N/A,N/A,N/A,N/A,22.2,8,65328,N/A,58,60,9358,453,10062,11,6124,0,885,706
Desert Center Unified (Riverside),Riverside,Unified School District,24,8.3,50,37,N/A,N/A,N/A,N/A,24,5,53669,N/A,6,7,48281,5036,64142,0,13848,0,5832,13259
Lammersville Joint Unified (San Joaquin),San Joaquin,Unified School District,3433,10.6,13.8,70,N/A,N/A,N/A,N/A,21.3,5,56741,N/A,48,58,7598,651,7978,56,4954,0,437,446
Sunol Glen Unified (Alameda),Alameda,Unified School District,278,9.4,5,53,N/A,N/A,N/A,N/A,21.2,5,N/A,N/A,70,72,10292,760,10855,57,6066,0,1379,176
,,,,,,,,,,,,,,,,,,,,,,,,
