District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Norwalk-La Mirada Unified (Los Angeles),Los Angeles,Unified School District,19370,17.3,75.1,23,93.13,19.1,272,N/A,24.3,15,76984,N/A,N/A,N/A,9256,554,9136,53,5979,4,545,657
Barstow Unified (San Bernardino),San Bernardino,Unified School District,5783,13.1,75.7,48,74.18,19,63,N/A,24.1,13,64481,N/A,N/A,N/A,8289,548,8425,0,5147,0,582,715
Gateway Unified (Shasta),Shasta,Unified School District,3928,1.6,66.2,30,86.6,18.8,48,N/A,20.4,8,58374,N/A,N/A,N/A,9741,643,11236,175,6640,0,651,873
Black Oak Mine Unified (El Dorado),El Dorado,Unified School District,1362,0.4,43.7,13,91.54,18.6,24,N/A,21.3,12,61983,N/A,N/A,N/A,9822,526,10225,156,5481,0,569,1300
Snowline Joint Unified (San Bernardino),San Bernardino,Unified School District,7824,11.8,56.9,44,84.14,18.6,99,N/A,26,14,68615,N/A,N/A,N/A,7767,421,7927,24,4868,0,508,775
Maxwell Unified (Colusa),Colusa,Unified School District,333,26.1,65.8,40,96.43,redacted,redacted,N/A,17.8,11,60545,N/A,N/A,N/A,9193,528,10437,164,5405,0,1377,569
San Bernardino City Unified (San Bernardino),San Bernardino,Unified School District,53785,27.6,93.6,28,79.92,18.5,572,N/A,21.6,11,73599,N/A,N/A,N/A,10097,506,10204,0,6252,26,569,981
Modoc Joint Unified (Modoc),Modoc,Unified School District,806,5.6,61.9,29,94.2,18,11,N/A,18.4,11,52601,N/A,N/A,N/A,9379,607,10222,161,5334,0,1022,550
Sierra Sands Unified (Kern),Kern,Unified School District,4933,7.3,54.2,41,94.66,17.9,59,N/A,22.2,13,59420,N/A,N/A,N/A,9294,750,9151,54,5840,1,540,974
Baldwin Park Unified (Los Angeles),Los Angeles,Unified School District,18767,24.2,87.7,15,92.36,17.7,361,N/A,18.8,12,N/A,N/A,N/A,N/A,8380,243,9805,0,5514,0,369,424
Orland Joint Unified (Glenn),Glenn,Unified School District,2215,27.8,77.2,35,95.76,17.6,28,N/A,22.1,12,61462,N/A,N/A,N/A,7985,264,8437,65,5078,0,641,559
Center Joint Unified (Sacramento),Sacramento,Unified School District,4637,14.8,61.4,53,90.61,17.5,64,N/A,23.1,14,71155,N/A,N/A,N/A,8418,405,8374,47,5331,0,555,588
Waterford Unified (Stanislaus),Stanislaus,Unified School District,3956,15.5,59.8,46,93.33,17.3,61,N/A,24.3,10,69242,N/A,N/A,N/A,9502,727,10574,136,6267,141,964,618
Denair Unified (Stanislaus),Stanislaus,Unified School District,1382,12.7,59.6,39,74.75,16.7,29,N/A,19.8,14,63050,N/A,N/A,N/A,9295,245,9813,141,5684,2,1005,478
Surprise Valley Joint Unified (Modoc),Modoc,Unified School District,115,8.7,69.6,39,83.33,redacted,redacted,N/A,11.1,8,44465,N/A,N/A,N/A,16136,1025,18001,239,9055,0,1772,825
Golden Plains Unified (Fresno),Fresno,Unified School District,1922,59.1,86.9,3,80.8,16.2,17,N/A,21.1,12,57609,N/A,N/A,N/A,9858,935,11141,84,5722,0,955,922
Fillmore Unified (Ventura),Ventura,Unified School District,3825,35.1,76.3,11,79.34,15.7,34,N/A,23.8,11,65474,N/A,N/A,N/A,8394,520,8747,52,5235,96,710,577
Plumas Unified (Plumas),Plumas,Unified School District,2137,3.3,54.5,26,90.21,15.5,24,N/A,19.7,10,59586,N/A,N/A,N/A,11443,808,13005,144,5658,2,1138,1774
Mountain Empire Unified (San Diego),San Diego,Unified School District,3550,14.9,51.6,45,67.18,15.4,40,N/A,17,5,53236,N/A,N/A,N/A,11486,962,12434,258,6716,0,1030,1298
John Swett Unified (Contra Costa),Contra Costa,Unified School District,1682,14.3,67.5,71,83.92,15.3,19,N/A,22,9,59502,N/A,N/A,N/A,8809,270,8954,85,5817,0,997,501
Biggs Unified (Butte),Butte,Unified School District,524,14.3,72.9,38,90.38,redacted,redacted,N/A,17.8,13,51765,N/A,N/A,N/A,9876,740,11265,178,5901,61,1001,768
Willits Unified (Mendocino),Mendocino,Unified School District,1950,9.8,74.4,37,89.57,15.2,22,N/A,19.5,11,53718,N/A,N/A,N/A,9548,503,10545,91,5921,0,827,929
Konocti Unified (Lake),Lake,Unified School District,3046,17.4,87.2,46,69.95,14.2,21,N/A,20.7,11,54679,N/A,N/A,N/A,9616,788,9876,77,5839,1,540,1051
Williams Unified (Colusa),Colusa,Unified School District,1329,51.4,76.8,10,77.11,redacted,redacted,N/A,21.3,10,62986,N/A,N/A,N/A,7784,448,8480,73,5183,0,530,318
Needles Unified (San Bernardino),San Bernardino,Unified School District,839,1.2,64,46,77.03,redacted,redacted,N/A,24.7,16,70510,N/A,N/A,N/A,10553,1069,10540,2,6218,0,1063,724
Scott Valley Unified (Siskiyou),Siskiyou,Unified School District,665,2.3,65,37,96,redacted,redacted,N/A,17.3,10,54037,N/A,N/A,N/A,10771,1148,12015,634,5989,0,1097,853
Mountain Valley Unified (Trinity),Trinity,Unified School District,330,2.4,77.9,36,92.59,redacted,redacted,N/A,14.3,9,53111,N/A,N/A,N/A,14869,1021,16121,429,8739,0,1035,1212
Southern Kern Unified (Kern),Kern,Unified School District,3011,17.4,78.4,45,76.1,9.9,21,N/A,22.8,11,64083,N/A,N/A,N/A,9276,653,8587,137,5627,0,651,738
Stockton Unified (San Joaquin),San Joaquin,Unified School District,39486,28.4,85.6,42,76.4,9.9,188,N/A,24.6,12,61632,N/A,N/A,N/A,9518,432,10198,31,6018,0,423,750
Shandon Joint Unified (San Luis Obispo),San Luis Obispo,Unified School District,282,43.3,75.5,26,100,redacted,redacted,N/A,16,10,58336,N/A,N/A,N/A,12618,623,13397,25,7566,0,1466,1041
Acton-Agua Dulce Unified (Los Angeles),Los Angeles,Unified School District,2383,7.9,38.3,47,86.67,redacted,redacted,N/A,24,5,69661,N/A,N/A,N/A,8749,369,9369,70,5110,0,1039,1097
Colusa Unified (Colusa),Colusa,Unified School District,1450,30.6,66.2,32,65.18,redacted,redacted,N/A,21.3,13,63189,N/A,N/A,N/A,7749,476,8512,144,5165,2,592,495
Fort Sage Unified (Lassen),Lassen,Unified School District,295,1,60.3,23,75,redacted,redacted,N/A,15.9,8,48733,N/A,N/A,N/A,13615,838,16331,385,6917,0,1537,1064
Palo Verde Unified (Riverside),Riverside,Unified School District,3332,11.2,73.6,35,74.62,5.9,12,N/A,23.5,12,64203,N/A,N/A,N/A,8378,496,9666,93,4856,0,649,946
Emery Unified (Alameda),Alameda,Unified School District,726,14.7,60.9,45,83.64,redacted,redacted,N/A,16.7,7,N/A,N/A,N/A,N/A,14685,980,13302,141,8557,0,2184,916
San Pasqual Valley Unified (Imperial),Imperial,Unified School District,782,29,94.5,42,69.77,redacted,redacted,N/A,15.2,12,64587,N/A,N/A,N/A,16207,1096,15840,418,8957,37,1468,1800
Maricopa Unified (Kern),Kern,Unified School District,2455,2.7,62.4,44,60.87,redacted,redacted,N/A,28.3,4,N/A,N/A,N/A,N/A,10832,1158,11732,8,6668,15,1217,585
Willows Unified (Glenn),Glenn,Unified School District,1436,25.2,67.2,44,84.68,redacted,redacted,N/A,26.4,14,75483,N/A,N/A,N/A,7674,362,8693,0,4538,0,751,520
Coalinga-Huron Unified (Fresno),Fresno,Unified School District,4355,44.8,88.7,17,77.22,redacted,redacted,N/A,21.8,12,66080,N/A,N/A,N/A,9000,544,9606,58,5206,0,539,846
Alpine County Unified (Alpine),Alpine,Unified School District,84,N/A,61.9,42,0,redacted,redacted,N/A,14,14,57316,N/A,N/A,N/A,32705,1899,37052,30,13072,0,7267,3779
Baker Valley Unified (San Bernardino),San Bernardino,Unified School District,171,48,88.9,16,81.25,redacted,redacted,N/A,12.2,3,N/A,N/A,N/A,N/A,15378,1898,26101,70,7856,0,3765,1994
Big Pine Unified (Inyo),Inyo,Unified School District,184,2.2,77.2,47,44.44,redacted,redacted,N/A,12,10,63641,N/A,N/A,N/A,15308,728,18445,0,10351,0,1097,948
Big Sur Unified (Monterey),Monterey,Unified School District,86,2.3,52.3,39,N/A,redacted,redacted,N/A,10.5,5,N/A,N/A,N/A,N/A,50801,2757,55467,0,25597,0,5916,2567
Death Valley Unified (Inyo),Inyo,Unified School District,25,N/A,68,26,100,redacted,redacted,N/A,3.4,11,51112,N/A,N/A,N/A,44456,3309,50497,245,18679,0,9590,7848
Eastern Sierra Unified (Mono),Mono,Unified School District,460,16.7,55.7,45,90.48,redacted,redacted,N/A,13.5,12,N/A,N/A,N/A,N/A,20047,1208,20818,25,10473,0,2202,2275
Geyserville Unified (Sonoma),Sonoma,Unified School District,264,39.4,65.5,36,93.33,redacted,redacted,N/A,14.9,14,60529,N/A,N/A,N/A,13041,661,13741,152,8127,0,1052,853
Gonzales Unified (Monterey),Monterey,Unified School District,2482,42.1,87.3,5,92.23,redacted,redacted,N/A,22,10,65507,N/A,N/A,N/A,9004,657,10055,72,5474,0,813,863
Leggett Valley Unified (Mendocino),Mendocino,Unified School District,116,1.7,58.6,21,62.5,redacted,redacted,N/A,9.8,10,48475,N/A,N/A,N/A,19576,1061,21597,165,10654,0,2695,1936
Mattole Unified (Humboldt),Humboldt,Unified School District,727,1,65.5,26,56.25,redacted,redacted,N/A,13.5,8,42441,N/A,N/A,N/A,18606,735,23173,0,10884,267,2719,1260
Owens Valley Unified (Inyo),Inyo,Unified School District,66,N/A,53,46,83.33,redacted,redacted,N/A,8.3,11,N/A,N/A,N/A,N/A,27580,1227,29661,0,16197,81,2941,1379
Reef-Sunset Unified (Kings),Kings,Unified School District,2638,57.6,81.3,3,79.72,redacted,redacted,N/A,21,11,61909,N/A,N/A,N/A,9267,936,8986,20,5852,34,709,528
Round Valley Unified (Mendocino),Mendocino,Unified School District,404,9.9,97.3,37,47.22,redacted,redacted,N/A,13.6,8,54760,N/A,N/A,N/A,17156,1192,17872,268,8761,0,2300,2135
Silver Valley Unified (San Bernardino),San Bernardino,Unified School District,2366,4.6,49.6,54,92.44,redacted,redacted,N/A,17.5,9,62121,N/A,N/A,N/A,13545,517,12544,0,7172,1,1471,1250
Stony Creek Joint Unified (Glenn),Glenn,Unified School District,103,N/A,83.5,49,88.89,redacted,redacted,N/A,9,4,N/A,N/A,N/A,N/A,22687,1197,20283,663,11179,0,2740,2385
Trona Joint Unified (San Bernardino),San Bernardino,Unified School District,244,N/A,73,42,66.67,redacted,redacted,N/A,12.4,15,69802,N/A,N/A,N/A,20264,1900,29964,68,11912,328,1932,2389
Westwood Unified (Lassen),Lassen,Unified School District,326,1.8,64.1,23,100,redacted,redacted,N/A,16.7,5,N/A,N/A,N/A,N/A,12966,638,14908,99,6679,0,2210,493
Desert Center Unified (Riverside),Riverside,Unified School District,14,N/A,0,46,N/A,N/A,N/A,N/A,7,3,53669,N/A,N/A,N/A,49540,4487,92678,0,17490,0,7921,9667
Lammersville Joint Unified (San Joaquin),San Joaquin,Unified School District,2687,9.1,18.8,68,N/A,N/A,N/A,N/A,22.5,6,55820,N/A,N/A,N/A,6861,489,7048,8,4657,0,460,385
Sunol Glen Unified (Alameda),Alameda,Unified School District,269,9.3,6.7,52,N/A,N/A,N/A,N/A,21,5,N/A,N/A,N/A,N/A,8826,680,10709,96,4904,0,888,30
,,,,,,,,,,,,,,,,,,,,,,,,
