District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Southern Humboldt Joint Unified (Humboldt),Humboldt,Unified School District,789,6.1,57.5,26,95.7,0,0,8,19,6,53680,28.3,27.23,38.96,13349,593,13651,51,8557,4,1292,1784
Southern Kern Unified (Kern),Kern,Unified School District,3560,17.4,73.4,45,87,15,31,1,18,6,65579,19.7,14.47,29.05,12907,514,12154,240,7818,0,734,1072
Southern Trinity Joint Unified (Trinity),Trinity,Unified School District,83,2.4,84.3,25,redacted,0,0,N/A,8,12,58995,22.8,41.82,33.33,30936,2313,34138,851,15993,0,2544,4232
Stockton Unified (San Joaquin),San Joaquin,Unified School District,40840,25,79.8,38,78.3,36.5,736,398,24,12,75370,19.9,19.77,26.56,12928,535,13508,40,7735,0,622,1338
Stony Creek Joint Unified (Glenn),Glenn,Unified School District,85,N/A,89.4,44,redacted,0,0,N/A,9,6,N/A,39.4,22.86,11.11,24373,1115,27746,286,14130,0,3089,2028
Sunol Glen Unified (Alameda),Alameda,Unified School District,293,3.8,9.6,54,N/A,N/A,N/A,N/A,21,6,N/A,3.3,85.64,79.78,11710,792,12537,151,6731,0,1086,4
Surprise Valley Joint Unified (Modoc),Modoc,Unified School District,108,7.4,59.3,40,redacted,0,0,N/A,11,5,46550,12.2,39.34,59.02,17350,1213,19916,161,9376,0,2374,897
Tahoe-Truckee Unified (Placer),Placer,Unified School District,4133,16.5,39.3,35,90.3,62.7,146,67,17,13,80358,11.3,53.09,58.92,16845,703,18273,280,9902,3,945,2214
Tehachapi Unified (Kern),Kern,Unified School District,4454,6.4,42.7,35,85,27.6,78,13,23,11,64378,16.1,30.45,47.5,10078,417,11137,110,5922,58,904,1241
Temecula Valley Unified (Riverside),Riverside,Unified School District,29983,5.3,27.8,53,93.8,76.6,1803,680,23,13,87184,11.2,54.04,68.08,9891,320,10510,9,6846,12,424,800
Temple City Unified (Los Angeles),Los Angeles,Unified School District,5831,19.7,43.7,37,95.5,64.7,343,155,22,15,82908,4.8,67.19,67.92,9920,307,10714,20,6421,0,841,684
Templeton Unified (San Luis Obispo),San Luis Obispo,Unified School District,2370,4.8,19.9,30,95.9,56.9,119,72,21,12,69203,9.3,48.56,62.99,10539,690,11136,177,6952,6,809,841
Torrance Unified (Los Angeles),Los Angeles,Unified School District,23496,15.9,30.3,64,95.3,57.4,1098,511,22,14,79863,4.8,60.82,67.54,10305,248,10542,127,6704,0,765,832
Tracy Joint Unified (San Joaquin),San Joaquin,Unified School District,16237,27.1,53,52,90.4,38,556,286,22,13,76982,10.7,29.93,41.98,10403,622,11055,87,6480,11,438,778
Travis Unified (Solano),Solano,Unified School District,5474,2.4,28.7,65,97.3,40.6,175,33,20,12,71905,6.3,41.97,57.16,10326,628,10962,81,6375,0,685,1111
Trinity Alps Unified (Trinity),Trinity,Unified School District,757,1.2,54.2,27,91.2,22.9,19,28,17,11,62635,22.2,33.05,42.69,13164,1058,14105,226,8918,0,863,810
Trona Joint Unified (San Bernardino),San Bernardino,Unified School District,1206,5,74.8,50,26.2,0,0,N/A,45,8,N/A,3,22.9,37.59,24257,2165,40428,208,14820,175,2943,2338
Turlock Unified (Stanislaus),Stanislaus,Unified School District,14241,25.5,62.3,40,91.7,40.7,453,135,21,13,80997,12.6,29.6,44.92,10616,442,12135,87,7314,0,501,537
Tustin Unified (Orange),Orange,Unified School District,24015,17.1,40.2,52,94.5,67,1193,653,26,12,86495,6.9,52.72,62.64,10397,565,11081,48,6961,17,491,880
Twin Rivers Unified (Sacramento),Sacramento,Unified School District,32538,28.5,84.9,57,61.3,28.2,461,228,20,11,76166,17.9,26.83,35.05,12875,498,13511,190,7940,1,788,1359
Ukiah Unified (Mendocino),Mendocino,Unified School District,6613,26.7,72.4,43,87.9,26.9,117,28,18,9,65139,17.3,22.38,33.63,12278,676,13096,88,8012,0,701,1001
Upland Unified (San Bernardino),San Bernardino,Unified School District,10913,10.3,56.5,44,94.8,49.9,395,107,21,13,80166,10.6,38.52,52.92,11102,513,11460,54,7842,138,418,735
Upper Lake Unified (Lake),Lake,Unified School District,838,4.4,83.8,46,75.3,3.3,2,19,19,2,60677,22.1,20.79,27.91,13333,683,13190,256,7362,0,1324,1375
Vacaville Unified (Solano),Solano,Unified School District,13163,10.1,41.7,52,87.3,49.1,484,152,20,11,68239,10.3,38.1,50.49,10603,268,10449,50,6313,0,631,1350
Val Verde Unified (Riverside),Riverside,Unified School District,20244,19.6,81.2,26,93.2,53.8,808,74,23,10,83822,10.5,27.4,42.01,11189,531,13535,103,7556,0,690,1061
Vallejo City Unified (Solano),Solano,Unified School District,14468,19.1,70.5,57,72.9,41.3,320,78,23,11,68442,29.2,19.85,30.26,12678,586,13289,60,8128,0,1100,867
Valley Center-Pauma Unified (San Diego),San Diego,Unified School District,4008,25.1,55,45,90.3,56.3,157,57,21,13,81073,15.1,22.76,40.5,12015,595,11858,287,6871,37,804,1282
Ventura Unified (Ventura),Ventura,Unified School District,16813,17.2,55.2,41,91.1,66.2,830,265,22,15,76589,6.9,42.44,54.29,10967,510,11588,84,6891,18,645,924
Visalia Unified (Tulare),Tulare,Unified School District,28879,14.4,67.3,32,90.3,27.6,524,252,22,10,73249,11.4,30.84,47.6,10613,615,11833,331,6589,0,531,839
Vista Unified (San Diego),San Diego,Unified School District,24708,17.9,63,37,72.2,40.8,724,298,21,12,79086,10.6,33.88,48.73,12437,499,12379,60,8177,97,651,964
Walnut Valley Unified (Los Angeles),Los Angeles,Unified School District,14310,12.2,22.2,44,97.6,59.2,875,442,23,14,81644,4.1,73.87,76.03,9965,391,10595,105,6177,30,568,1001
Warner Unified (San Diego),San Diego,Unified School District,1737,3.2,39.8,54,65.7,39.1,27,4,12,3,N/A,8,15.38,24.36,22426,1543,26732,211,13967,0,3108,2402
Washington Unified (Fresno),Fresno,Unified School District,2975,39.4,89.9,25,75.5,33.2,84,95,20,8,67007,16.5,22.01,37.47,11802,755,11488,54,7379,0,1035,951
Washington Unified (Yolo),Yolo,Unified School District,8281,18.4,65.5,55,88.4,42,228,71,20,10,71171,11.9,30.46,44.32,13653,621,15094,137,8276,0,1148,1518
Waterford Unified (Stanislaus),Stanislaus,Unified School District,3967,14.7,62.6,46,88.7,19.1,57,11,21,9,77155,5.5,24.44,45.09,12569,679,14798,132,8315,169,977,866
West Contra Costa Unified (Contra Costa),Contra Costa,Unified School District,31649,33.8,69.6,49,79.5,52.5,1023,529,22,11,70833,16.4,23.34,34.36,12827,518,13233,244,7477,18,972,1472
West Covina Unified (Los Angeles),Los Angeles,Unified School District,12754,8.3,65.9,38,83.9,40.3,379,96,22,10,77818,12.9,38.61,52.89,12759,655,12958,76,7798,7,869,947
Western Placer Unified (Placer),Placer,Unified School District,9154,7.6,34.7,41,83.9,32.2,198,67,19,10,78395,1.4,48.73,59.65,10370,506,10537,188,6895,5,624,645
Westwood Unified (Lassen),Lassen,Unified School District,175,3.4,67.4,26,59.1,0,0,N/A,16,5,53398,29,32.91,47.5,17003,966,15774,84,9144,0,1653,145
Williams Unified (Colusa),Colusa,Unified School District,1357,49.8,89.9,7,94.2,30.9,30,31,19,9,68237,11.1,16.41,19.88,11683,691,12868,106,7642,0,1323,399
Willits Unified (Mendocino),Mendocino,Unified School District,1895,13,72.8,42,78.5,22.2,26,8,87,6,56792,26,17.92,23.62,13524,929,13571,198,8085,0,1208,1368
Willows Unified (Glenn),Glenn,Unified School District,1444,19.8,68.5,43,91.8,28.7,29,13,23,11,83053,13.1,18.97,24.97,9478,422,10937,0,5861,0,747,631
Windsor Unified (Sonoma),Sonoma,Unified School District,5176,17.8,38.1,40,87.7,33.2,128,91,19,12,63695,11,31.23,44.95,11386,571,12297,80,7340,25,572,1595
Winters Joint Unified (Yolo),Yolo,Unified School District,1531,32.9,64.9,32,84,38.2,42,9,19,11,69382,10.4,24.11,38.16,11876,569,12230,6,7032,15,869,1022
Wiseburn Unified (Los Angeles),Los Angeles,Unified School District,4495,8.1,37.1,48,81.3,96.8,270,137,21,8,85479,7.3,54.92,72.08,10783,264,11152,7,7101,30,904,1051
Woodlake Unified (Tulare),Tulare,Unified School District,2135,29.5,89.3,9,88.7,9,12,34,21,11,68000,9.9,24.64,32.03,12470,693,14110,261,7177,4,733,1702
Woodland Joint Unified (Yolo),Yolo,Unified School District,10041,24.5,62.4,33,89.6,30.5,205,126,19,11,69150,15.2,28.53,40.15,11751,805,11842,90,7430,23,779,1160
Yosemite Unified (Madera),Madera,Unified School District,2176,2.1,49.5,34,87.2,36.9,73,42,21,12,65298,14.4,33.93,49.74,11312,514,11634,0,6074,68,1071,1207
Yuba City Unified (Sutter),Sutter,Unified School District,13236,22.9,72.1,53,86.7,35.7,291,148,18,12,73168,12.3,28.45,46.17,11826,811,11729,119,7270,0,671,1009
Yucaipa-Calimesa Joint Unified (San Bernardino),San Bernardino,Unified School District,10063,7.8,51.6,38,92.1,42,305,74,21,10,84535,11.6,35.21,49.56,10933,461,11117,113,6797,0,663,1271
,,,,,,,,,,,,,,,,,,,,,,,,
