District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Simi Valley Unified (Ventura),Ventura,Unified School District,16451,11.2,34,48,89.3,39.7,480,159,22.2,15,80731,9.5,43,54.17,11272,415,11791,165,7123,18,646,948
Snowline Joint Unified (San Bernardino),San Bernardino,Unified School District,7439,9.1,67.1,41,91,31.5,169,57,24.1,11,80705,15.5,33.64,43.49,12549,641,12964,34,7919,0,784,1189
Soledad Unified (Monterey),Monterey,Unified School District,4905,32.2,89.4,6,91.3,41.6,148,69,21.1,9,71993,12.9,21.04,32.36,13088,728,14087,105,8117,0,1016,1202
Sonoma Valley Unified (Sonoma),Sonoma,Unified School District,4329,27.9,61,37,86.4,49.5,135,47,19.7,11,66284,14.6,26.8,42.21,14328,444,15726,55,9363,0,960,1420
South Pasadena Unified (Los Angeles),Los Angeles,Unified School District,4770,7,17.6,61,91.9,76,269,93,23.5,9,86729,3.5,78.83,83.92,10788,350,11239,105,7149,8,629,725
South San Francisco Unified (San Mateo),San Mateo,Unified School District,8485,20.8,41.3,53,85,5,30,41,20.2,10,78059,12.9,43.94,51.93,12967,485,13891,0,7988,20,656,1371
Southern Humboldt Joint Unified (Humboldt),Humboldt,Unified School District,760,6.2,53.9,28,88.2,0,0,9,19.4,5,53656,28.8,28.23,40.94,13687,649,14770,42,8607,26,1064,1812
Southern Kern Unified (Kern),Kern,Unified School District,3557,14.6,66.7,44,90.5,25.6,56,6,19.1,7,70140,18.4,17.68,32.6,12551,238,13464,141,7958,0,526,1052
Southern Trinity Joint Unified (Trinity),Trinity,Unified School District,93,1.1,78.5,32,redacted,0,0,N/A,9.9,12,59137,24.7,34.04,46.81,28310,2316,29008,684,14081,0,2756,4066
Stockton Unified (San Joaquin),San Joaquin,Unified School District,41634,22.8,74.5,37,78.3,36.1,656,354,26.7,13,76001,18.4,20.85,30.28,15168,1287,15033,44,9269,0,628,1674
Stony Creek Joint Unified (Glenn),Glenn,Unified School District,62,N/A,96.8,45,redacted,0,0,N/A,6.5,7,N/A,53,10.53,21.05,30102,1232,37748,182,19070,0,3776,1849
Sunol Glen Unified (Alameda),Alameda,Unified School District,297,6.1,8.1,54,N/A,N/A,N/A,N/A,21.1,6,N/A,3.7,89.06,83.85,12908,780,13845,128,7711,0,1091,3
Surprise Valley Joint Unified (Modoc),Modoc,Unified School District,116,6,62.1,39,redacted,0,0,N/A,13.3,7,47689,3.4,44.12,57.35,16280,1273,18935,176,8652,0,1774,1019
Tahoe-Truckee Unified (Placer),Placer,Unified School District,4168,13.2,38.6,36,87.9,61.1,168,78,17.5,13,85371,8.9,52.88,60.21,18907,993,19061,293,11257,2,992,2266
Tehachapi Unified (Kern),Kern,Unified School District,4307,6.7,43.7,35,91.1,31.1,80,14,22.1,10,68248,12.5,31.49,46.63,10758,542,11940,101,6324,64,914,1441
Temecula Valley Unified (Riverside),Riverside,Unified School District,29609,5.5,27.6,54,92.4,74.1,1565,629,23.2,13,88890,10.3,55.56,68.88,10624,450,11537,8,7406,14,504,882
Temple City Unified (Los Angeles),Los Angeles,Unified School District,5636,19.4,39.3,37,97.3,63.1,316,90,22.6,15,87228,5.1,67.86,70.62,10712,361,11871,19,7025,0,902,738
Templeton Unified (San Luis Obispo),San Luis Obispo,Unified School District,2394,4.6,19.7,33,94,42,79,69,24.4,11,70279,10.6,47.02,62.83,10942,448,11616,169,6891,5,968,914
Torrance Unified (Los Angeles),Los Angeles,Unified School District,23394,15.3,30.6,64,95.4,63.8,1249,440,21.7,14,80717,6.1,62.43,67.41,10980,383,11281,135,7296,0,640,927
Tracy Joint Unified (San Joaquin),San Joaquin,Unified School District,15906,25.6,53.1,51,89.5,35.3,455,160,22.3,13,80013,9.7,31.04,43.64,11621,555,12297,98,7270,11,480,941
Travis Unified (Solano),Solano,Unified School District,5495,2.5,27.6,66,96.7,45.2,185,40,20.9,12,75320,6.1,41.89,56.06,11045,349,12065,91,6981,0,746,1228
Trinity Alps Unified (Trinity),Trinity,Unified School District,744,0.7,59.2,26,85.3,0,0,15,16.5,10,N/A,21.1,42.21,51.69,15347,1191,15146,272,10064,0,1258,936
Trona Joint Unified (San Bernardino),San Bernardino,Unified School District,2746,5.1,50.9,45,65.2,13.3,2,1,12.1,2,N/A,28.7,27.07,39.58,28011,1708,49424,656,15151,281,3959,1665
Tulelake Basin Joint Unified (Modoc),Modoc,Unified School District,388,59,84,21,93.3,35.7,10,15,15.8,13,74614,22.9,20.2,36,16023,1073,15877,687,9324,0,1671,852
Turlock Unified (Stanislaus),Stanislaus,Unified School District,14261,25.4,61.9,40,92.6,40.4,437,105,21.4,12,85120,12.3,31.45,45.61,12485,528,13382,93,8681,0,616,654
Tustin Unified (Orange),Orange,Unified School District,23768,16.2,38.9,53,94.5,67.1,1279,544,26.2,11,87448,7.5,52.66,61.65,10744,353,11831,49,7035,17,506,966
Twin Rivers Unified (Sacramento),Sacramento,Unified School District,31536,30.7,82.7,58,85,32.6,393,91,20.7,13,78115,22.8,28.81,37.09,14095,773,15296,210,8765,3,835,1406
Ukiah Unified (Mendocino),Mendocino,Unified School District,6606,25,77.2,43,87.7,26.2,112,23,18.2,10,67505,16.5,24.45,36.99,13448,738,14384,84,8878,0,774,1086
Upland Unified (San Bernardino),San Bernardino,Unified School District,10702,8.5,56.4,44,92.3,49.8,396,62,21.3,13,82293,12.9,39.33,53.01,11722,422,12285,72,8125,162,478,849
Upper Lake Unified (Lake),Lake,Unified School District,855,5,74.5,45,73.9,0,0,18,19.4,3,61487,24.7,19.66,30.34,13532,630,15127,262,7480,0,1269,1668
Vacaville Unified (Solano),Solano,Unified School District,13276,6.8,41.2,52,89.8,54.1,432,97,20.5,11,67687,9.3,37.06,51.98,11237,289,11937,48,6768,0,691,1469
Val Verde Unified (Riverside),Riverside,Unified School District,20141,19.7,82,25,94.5,62.7,956,41,23,10,88491,10.7,27.97,43.99,12157,573,14660,133,8227,0,797,1165
Vallejo City Unified (Solano),Solano,Unified School District,14287,19.7,68,57,70.1,31.7,205,71,23.9,10,71263,25.2,20.38,29.76,13798,575,14662,59,8718,0,1079,1163
Valley Center-Pauma Unified (San Diego),San Diego,Unified School District,4029,24.6,50.7,44,87.9,54.1,153,50,22.8,14,82955,16.3,23.96,39.35,12152,446,13333,303,7094,43,778,1284
Ventura Unified (Ventura),Ventura,Unified School District,16353,16.6,55.2,41,89.1,60.5,689,213,22.2,14,77464,7.4,44,54.84,11502,433,12525,93,7159,17,705,995
Visalia Unified (Tulare),Tulare,Unified School District,29107,14.9,67.8,31,93.9,43.1,744,187,21.7,11,75989,10.2,33,49.89,11861,808,13440,344,7465,0,573,881
Vista Unified (San Diego),San Diego,Unified School District,24198,19,62.9,37,85.8,46.2,649,231,20.7,11,83188,11.1,37.04,49.71,13620,423,13919,73,9224,114,673,1099
Walnut Valley Unified (Los Angeles),Los Angeles,Unified School District,13879,12.3,22.5,43,96.9,70.6,996,316,22.6,14,83974,4.1,74.87,77.08,10481,469,11443,107,6556,34,588,1141
Warner Unified (San Diego),San Diego,Unified School District,1424,4.2,40.6,58,85.7,0,0,1,14.4,4,N/A,6.9,18.63,31.68,22628,1775,20885,71,13657,0,3931,2198
Washington Unified (Fresno),Fresno,Unified School District,2978,37.1,89.4,24,88.7,40.2,107,121,20.6,8,67030,15.9,26.23,36.86,14187,624,16324,170,8608,0,1107,1836
Washington Unified (Yolo),Yolo,Unified School District,8322,18.2,65.8,55,88.2,45.2,247,54,20.2,10,72656,12.1,32.22,45.45,12475,613,13307,74,7773,0,962,1186
Waterford Unified (Stanislaus),Stanislaus,Unified School District,3403,16.9,66.1,43,88,0,0,7,19.2,10,79693,6.1,25.97,47.34,12984,660,15308,136,8570,146,1079,955
West Contra Costa Unified (Contra Costa),Contra Costa,Unified School District,31760,31.6,70.1,49,82.3,48.4,855,475,22.4,10,74094,16.8,23.94,34.86,13509,627,13864,272,7769,16,1164,1521
West Covina Unified (Los Angeles),Los Angeles,Unified School District,13565,7.2,68.2,39,91.3,49.7,375,42,23.3,10,80671,14.3,40.35,52.16,14455,586,14799,133,8819,9,877,1077
Western Placer Unified (Placer),Placer,Unified School District,9334,7.3,34.4,41,88.3,51.6,215,65,22.5,10,79810,1.1,51.77,60.69,10992,494,11866,192,7366,7,664,684
Westwood Unified (Lassen),Lassen,Unified School District,180,1.1,64.4,32,redacted,0,0,N/A,17.1,6,57353,26.5,34.41,35.87,15763,1245,16510,454,9386,0,1379,121
Williams Unified (Colusa),Colusa,Unified School District,1335,47.8,90,5,98.9,34.1,30,5,20,9,67443,12.3,13.38,25.46,12712,950,14751,120,8014,0,1316,706
Willits Unified (Mendocino),Mendocino,Unified School District,1847,12.6,72.1,43,83.5,18.7,17,7,16.9,7,58289,23.9,20.2,26.79,14385,719,15047,210,8509,0,1185,1583
Willows Unified (Glenn),Glenn,Unified School District,1465,20.8,67.6,43,87.6,32.1,34,5,22.5,10,83072,15.9,19.57,30.98,9810,442,11908,9,6201,0,724,623
Windsor Unified (Sonoma),Sonoma,Unified School District,5165,16.7,38,40,89,38.9,155,116,19.8,12,65678,10.9,34.88,47.54,12388,565,13706,86,7942,28,701,1736
Winters Joint Unified (Yolo),Yolo,Unified School District,1541,32.5,65.7,32,82.6,29.5,28,6,20.9,11,72321,10.4,24.22,37.1,12664,677,13120,5,7800,8,946,908
Wiseburn Unified (Los Angeles),Los Angeles,Unified School District,4503,7.8,37.9,49,redacted,0,0,120,21.8,7,86889,6.5,60.06,73.89,11505,270,12066,5,7605,7,977,1121
Woodlake Unified (Tulare),Tulare,Unified School District,2118,28.3,88.9,10,85.9,33.6,45,30,22.1,11,73252,8.8,23.94,33.95,13190,906,15803,256,7624,10,733,1664
Woodland Joint Unified (Yolo),Yolo,Unified School District,10031,23.3,60.3,32,92.3,47.7,327,139,19.1,11,68811,14.7,27.89,42.83,12175,422,13128,92,7653,19,619,1296
Yosemite Unified (Madera),Madera,Unified School District,2060,2,48.2,36,83.8,49.3,74,37,22,11,67763,16.1,34.89,52.42,12771,587,14195,83,6795,38,1157,1391
Yuba City Unified (Sutter),Sutter,Unified School District,13111,22.1,74.2,53,85.8,37.7,314,116,19.3,12,75835,12.2,29.59,47.67,12987,793,13557,133,8195,0,679,1114
Yucaipa-Calimesa Joint Unified (San Bernardino),San Bernardino,Unified School District,9982,7.6,50.8,39,90.5,46.2,306,61,20.8,9,86565,12.1,36.33,49.25,11629,346,12174,149,7204,0,661,1460
,,,,,,,,,,,,,,,,,,,,,,,,
