District Name,County Name (District),District Type (District),Census Day Enrollment (District),English Learners % (District),Free/Reduced Meals % (District),Ethnic Diversity Index (District),Cohort Graduates % (District),Grads Mtg UC/CSU % (District),Grads Mtg UC/CSU # (District),ACT Test Takers # (District),Per Pupil Ratio: Teacher (District),Avg Years Teaching (District),Teacher Salary-Avg (District),Chronic Absenteeism % (District),CAASPP-Math Standard Exceeded or Met (Levels 3 and 4) (District),CAASPP-ELA Standard Exceeded or Met (Levels 3 and 4) (District),Current Exp of Educ per ADA (Ed Code 41372) (District),Gen Fund Exp by Object Code - 4000-4999 Books & Supplies Per Student (District),Total Gen Fund Revenues Per Student (District),Gen Fund Exp by Activity - 4000-4999 Ancillary Services Per Student # (District),Gen Fund Exp by Activity - 1000-1999 Instruction Per Student # (District),Gen Fund Exp by Activity - 5000-5999 Community Services Per Student # (District),Gen Fund Exp by Activity - 7000-7999 General Administration Per Student # (District),Gen Fund Exp by Activity - 3000-3999 Pupil Services Per Student # (District)
Snowline Joint Unified (San Bernardino),San Bernardino,Unified School District,7648,11.2,66.2,44,88.5,34.3,171,70,22.1,11,74815,17.9,33.59,43,11046,716,11157,36,6906,0,797,1007
Soledad Unified (Monterey),Monterey,Unified School District,4856,42.2,89.9,5,94.4,44.4,142,106,23.3,8,69025,11.4,18.09,31.57,11552,895,12811,90,6997,0,930,861
Sonoma Valley Unified (Sonoma),Sonoma,Unified School District,4564,31.5,57.1,37,85.2,53.7,139,134,18.7,10,64372,11.6,25.93,42.32,13457,552,13076,64,9007,0,702,1160
South Pasadena Unified (Los Angeles),Los Angeles,Unified School District,4779,7.4,13.3,61,92.3,78.6,264,164,23.4,10,84499,5,78.65,83.34,10106,370,10449,101,6785,6,579,673
South San Francisco Unified (San Mateo),San Mateo,Unified School District,8879,25.4,36.1,54,86.4,21.2,139,103,21.5,10,73995,11.3,43.85,49.07,11027,844,12091,0,6989,14,545,1123
Southern Humboldt Joint Unified (Humboldt),Humboldt,Unified School District,747,3.9,47.3,26,97.4,10.5,4,7,18.2,7,54141,24.7,31.08,38.31,13733,887,14402,38,9002,13,1066,1826
Southern Kern Unified (Kern),Kern,Unified School District,3406,17.2,71.6,44,85.7,15.7,33,6,21.5,7,66990,17.3,17.06,28.45,11320,253,11596,239,6940,0,555,922
Southern Trinity Joint Unified (Trinity),Trinity,Unified School District,103,1,77.7,17,redacted,0,0,1,9.8,12,55656,25.7,44.68,40.43,24236,1941,27456,571,12288,0,1994,3303
Stockton Unified (San Joaquin),San Joaquin,Unified School District,40984,26.4,80.3,39,79.5,41.4,836,418,25.7,12,72903,18.1,19.39,24.65,12002,634,13468,36,7455,1,540,1154
Stony Creek Joint Unified (Glenn),Glenn,Unified School District,97,N/A,83.5,46,redacted,0,0,N/A,10.8,5,N/A,52.9,13.04,21.74,22912,1049,25349,302,12575,0,2799,2382
Sunol Glen Unified (Alameda),Alameda,Unified School District,278,5.8,4.7,56,N/A,N/A,N/A,N/A,20.5,6,N/A,3.2,78.44,74.85,11555,650,11952,175,6893,0,1011,4
Surprise Valley Joint Unified (Modoc),Modoc,Unified School District,116,9.5,59.5,39,redacted,0,0,N/A,11.3,5,46510,18,32.26,40.32,17412,1169,18576,270,8502,0,2346,923
Tahoe-Truckee Unified (Placer),Placer,Unified School District,4153,17.6,35.9,35,89.5,56.1,148,104,18,14,81657,10.5,53.66,59.52,15890,846,16519,260,9448,9,881,1845
Tehachapi Unified (Kern),Kern,Unified School District,4396,6.9,39.8,35,83.8,31.2,82,27,26.6,13,63928,14.3,30.06,45.25,9667,448,10685,119,5810,44,696,1157
Temecula Valley Unified (Riverside),Riverside,Unified School District,29917,5.6,23.4,53,92.9,74.5,1719,826,23.3,13,87028,10.7,52.53,64.9,10126,572,10264,15,7057,12,528,775
Temple City Unified (Los Angeles),Los Angeles,Unified School District,5884,20.5,39,37,96.3,57.8,314,171,23.2,14,80170,4.2,66.42,69.14,9734,544,10340,25,6297,0,723,609
Templeton Unified (San Luis Obispo),San Luis Obispo,Unified School District,2388,5.1,15.7,30,95.9,58.2,110,65,21.3,12,68534,8.1,50.08,65.99,10574,908,11358,161,7089,6,876,783
Torrance Unified (Los Angeles),Los Angeles,Unified School District,23696,16.5,25.9,64,95.9,57.9,1193,679,21.6,13,78374,7,59.09,65.75,10140,482,10261,124,6822,0,587,752
Tracy Joint Unified (San Joaquin),San Joaquin,Unified School District,16426,26.1,49.7,52,90,38.1,539,288,22.5,12,76988,10.3,28.44,40.82,10145,574,10685,92,6401,12,452,748
Travis Unified (Solano),Solano,Unified School District,5564,3.6,27.3,64,96.3,47.7,186,55,22.7,12,70311,5.8,41.1,56.47,9862,458,10423,76,5905,0,773,1050
Trinity Alps Unified (Trinity),Trinity,Unified School District,745,1.7,55.4,28,87.5,28.6,22,22,18.8,11,63680,27.2,35.28,48.97,12070,771,12998,225,8204,0,773,805
Trona Joint Unified (San Bernardino),San Bernardino,Unified School District,949,2.6,76,50,21.1,0,0,0,22.7,5,N/A,2.8,24.65,37.06,22283,2453,33929,156,13047,228,2518,1868
Tulelake Basin Joint Unified (Modoc),Modoc,Unified School District,449,51.7,71.9,24,97.2,51.4,18,18,16.7,13,72387,19.1,16.44,42.4,14199,811,14655,634,8329,0,1423,970
Turlock Unified (Stanislaus),Stanislaus,Unified School District,14201,26.8,58.6,40,91.5,39.4,452,197,22.3,13,80319,12.8,28.77,44.35,10223,716,11676,85,7134,0,461,489
Tustin Unified (Orange),Orange,Unified School District,24130,19.2,36.8,52,95.7,63,1184,660,26.1,11,85850,6.2,52.74,62.72,9905,526,10696,44,6546,17,583,837
Twin Rivers Unified (Sacramento),Sacramento,Unified School District,31979,26,82.9,57,59.7,22.8,380,201,20.7,11,74625,20.2,24.12,30.92,12126,797,13253,153,7493,1,778,1314
Ukiah Unified (Mendocino),Mendocino,Unified School District,6579,26.7,69.3,43,85.9,27.9,114,42,18.9,9,66303,17.2,22.68,33.56,11929,646,12707,91,7747,0,780,959
Upland Unified (San Bernardino),San Bernardino,Unified School District,11028,10.1,52.5,45,92.4,48.2,404,117,22.5,13,81228,9.6,36.47,50.6,10698,484,10701,43,7523,123,455,745
Upper Lake Unified (Lake),Lake,Unified School District,834,5.8,75.2,45,67.1,33.3,17,18,21.9,1,60072,24.8,16.38,23.04,12607,715,12990,260,7038,0,1225,1292
Vacaville Unified (Solano),Solano,Unified School District,12952,9.5,40.9,52,87.6,48.1,451,121,20.8,12,68433,10.9,37.7,49.32,9819,304,10567,55,5985,0,328,1196
Val Verde Unified (Riverside),Riverside,Unified School District,19953,20.6,81.9,28,93.2,53.5,762,185,23.9,10,82145,8.7,25.66,39.9,10846,679,13126,108,7444,0,678,1013
Vallejo City Unified (Solano),Solano,Unified School District,14554,19,69.5,58,73.2,38.3,281,45,22.7,11,67242,27.5,19.83,28.42,12121,617,12939,51,7802,0,1055,792
Valley Center-Pauma Unified (San Diego),San Diego,Unified School District,4069,24,51.8,45,90,39.6,118,81,21.1,14,82055,14.2,21.42,38.24,11948,419,12228,295,6813,42,770,1271
Ventura Unified (Ventura),Ventura,Unified School District,16981,17.3,51.9,41,89.9,49.1,570,313,22.6,15,74747,6.3,43.76,54.74,10626,757,11010,67,6719,19,631,907
Visalia Unified (Tulare),Tulare,Unified School District,28932,14.4,65.3,33,90.1,35.3,660,262,22.3,11,72750,10.8,30.95,47.16,9958,682,11392,298,6325,0,495,650
Vista Unified (San Diego),San Diego,Unified School District,25149,19.7,61.3,37,69.5,42.6,728,339,21.3,12,76362,11,33.42,45.83,11739,495,11885,59,7646,92,606,935
Walnut Valley Unified (Los Angeles),Los Angeles,Unified School District,14519,11.6,13.6,45,96.9,68.7,955,516,23.4,15,81955,3.8,73.67,75.64,9711,553,10237,91,6159,30,556,1008
Warner Unified (San Diego),San Diego,Unified School District,1733,2.8,31.3,53,50.5,34.6,18,3,13.8,3,N/A,9.5,13.51,17.57,28267,1624,35324,83,18069,0,4151,2341
Washington Unified (Fresno),Fresno,Unified School District,2998,43.3,89.8,29,69.6,22.9,56,57,19.4,8,66132,13.6,24.5,37.63,13169,590,13980,164,7600,0,1114,1487
Washington Unified (Yolo),Yolo,Unified School District,8083,20.2,62.9,55,87,42.5,211,73,20.3,10,N/A,12.3,30.17,43.24,10826,656,11178,53,6700,0,993,989
Waterford Unified (Stanislaus),Stanislaus,Unified School District,3989,15.7,53.7,47,84.8,21.8,62,19,22.5,9,73564,5.9,22.06,39.67,11875,906,14299,119,8058,135,923,724
West Contra Costa Unified (Contra Costa),Contra Costa,Unified School District,31267,34.7,70.3,49,80.2,47.7,887,470,21.6,10,66155,15.7,23.68,34.13,11487,418,12381,249,6672,15,904,1315
West Covina Unified (Los Angeles),Los Angeles,Unified School District,12825,8.1,63.9,35,82.3,36.2,373,137,20.3,11,78647,12,37.26,51.71,12247,777,12884,66,7528,6,814,941
Western Placer Unified (Placer),Placer,Unified School District,9020,8.3,32.8,40,75.7,32.6,192,75,19,11,76175,8,43.74,58.19,10064,445,10762,192,6565,8,586,670
Westwood Unified (Lassen),Lassen,Unified School District,346,2,77.2,30,75.7,5.7,3,0,17,8,51969,17.2,21.95,38.27,16246,1071,18609,114,9370,0,1677,279
Williams Unified (Colusa),Colusa,Unified School District,1382,49.2,83.2,8,95.1,37.8,37,24,20.3,10,69390,8.4,18.39,26.61,10376,636,12035,97,6933,0,986,373
Willits Unified (Mendocino),Mendocino,Unified School District,1884,12.7,72.5,41,74.1,12.2,15,8,19.3,8,57386,22.8,19.36,25.03,12850,872,13818,194,7706,0,1233,1246
Willows Unified (Glenn),Glenn,Unified School District,1424,25.6,63.2,43,90.1,38.5,42,8,22.4,11,77141,14.1,21.1,26.58,8944,500,10881,0,5715,0,628,491
Windsor Unified (Sonoma),Sonoma,Unified School District,5225,19,35.9,39,93,37,162,149,19.8,11,64017,10.1,29.22,44.1,10764,566,11923,87,6929,25,513,1591
Winters Joint Unified (Yolo),Yolo,Unified School District,1555,36.2,65.2,32,84.6,33.3,33,10,20.4,11,68881,10.7,25.64,37.44,11576,740,11747,6,6882,1,920,898
Wiseburn Unified (Los Angeles),Los Angeles,Unified School District,4301,8,40.2,50,70,96.5,223,109,23.7,9,84823,4.6,52.61,68.76,10758,623,10939,6,7201,5,759,1106
Woodlake Unified (Tulare),Tulare,Unified School District,2192,30.9,88.5,10,85.5,35.4,52,49,20.7,10,65742,9.9,22.93,33.93,12094,925,14088,228,7064,10,668,1563
Woodland Joint Unified (Yolo),Yolo,Unified School District,10083,26,64.5,33,88.3,43.6,286,129,19.8,11,66356,12.9,27.78,38.57,11177,702,11411,77,6861,15,863,1180
Yosemite Unified (Madera),Madera,Unified School District,2188,1.4,45.1,33,88.9,29.5,52,29,20.5,12,66120,13.1,33.92,45.31,11093,645,11616,0,6213,83,924,1224
Yuba City Unified (Sutter),Sutter,Unified School District,13284,23.3,68.1,53,84.6,40.2,327,166,19.7,12,68675,18.2,27.33,43.6,10818,644,11836,137,6735,0,701,882
Yucaipa-Calimesa Joint Unified (San Bernardino),San Bernardino,Unified School District,9969,8.9,48.3,39,90.8,40.4,274,77,21.6,12,81184,11.2,36.18,50,10444,468,11038,105,6568,0,602,1167
,,,,,,,,,,,,,,,,,,,,,,,,
